categoria,vendedor_link,especificacoes,vendedor,fabricante,preco,modelo,local
Memória,http://www.boadica.com.br/detalhevendedor.asp?codigo=12f40959cb55205eee308f11ba5922e2,"Memória de 4GB DDR3 1333MHZ CL 9-9-9 1.5V, PC3-10666 240-pin DIMM
          ,
          ,
          ,

         ","IAS Tecnologia,
         (21) 2401-1026",Corsair,"
			R$ 129,00
         ","
         CMV4GX3M1A1333C9 - BOX,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Bangu"
Placas de vídeo/Edição,http://www.boadica.com.br/detalhevendedor.asp?codigo=58d784cf2e2e58b376ee505ee3a548f5,"NVIDIA GeForce GTX 650 1GB GDDR5, Core Clock: 1058 MHz, Memory Clock: 5000 MHz, Memory Interface: 128-bit, Bus: PCI-Express 3.0 x16 (Compatible with 1.1), CUDA Cores: 384, RAMDAC: 400 MHz, Max Resolution: 1920 x 1080, Connectors: VGA, DVI, HDMI
          ,
          ,
          ,

         ","DeV Informática,
         (21) 2240-3855",Zotac,"
			R$ 325,00
         ","
         ZT-61012-10M - BOX,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
Memória,http://www.boadica.com.br/detalhevendedor.asp?codigo=356fb70b5c98005bb69d13be9c30e18b,"Memória de 4GB DDR3 1333MHZ CL 9-9-9 1.5V, PC3-10666 240-pin DIMM
          ,
          ,
          ,

         ","Siloe Informática,
         (21) 3336-2730",Corsair,"
			R$ 129,90
         ","
         CMV4GX3M1A1333C9 - BOX,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Bangu"
Memória,http://www.boadica.com.br/detalhevendedor.asp?codigo=11c01d343d9b718217a08e3c22d0d9ad,"Memória de 4GB DDR3 1333MHZ CL 9-9-9 1.5V, PC3-10666 240-pin DIMM
          ,
          ,
          ,

         ","Flying Computer,
         (21) 2431-2573",Corsair,"
			R$ 130,00
         ","
         CMV4GX3M1A1333C9 - BOX,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Barra da Tijuca"
Memória,http://www.boadica.com.br/detalhevendedor.asp?codigo=8f0379589b782af811eec591d38b5e33,"Memória de 4GB DDR3 1333MHZ CL 9-9-9 1.5V, PC3-10666 240-pin DIMM
          ,
          ,
          ,

         ","Vegas,
         (21) 3549-0223",Corsair,"
			R$ 135,00
         ","
         CMV4GX3M1A1333C9 - BOX,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
Memória,http://www.boadica.com.br/detalhevendedor.asp?codigo=613475209426bd9924e15b0fce8b17b3,"Memória de 4GB DDR3 1333MHZ CL 9-9-9 1.5V, PC3-10666 240-pin DIMM
          ,
          ,
          ,

         ","@N@ Informática,
         (21) 2568-6956",Corsair,"
			R$ 136,00
         ","
         CMV4GX3M1A1333C9 - BOX,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Tijuca"
Memória,http://www.boadica.com.br/detalhevendedor.asp?codigo=c08d10af8649c73420a11629bcab8934,"Memória de 4GB DDR3 1333MHZ CL 9-9-9 1.5V, PC3-10666 240-pin DIMM
          ,
          ,
          ,

         ","Sapeca Informática,
         (21) 2544-7360",Corsair,"
			R$ 141,80
         ","
         CMV4GX3M1A1333C9 - BOX,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
Memória,http://www.boadica.com.br/detalhevendedor.asp?codigo=cc535eb07e4643e7f6b3f97cee3cbeec,"Memória de 4GB DDR3 1333MHZ CL 9-9-9 1.5V, PC3-10666 240-pin DIMM
          ,
          ,
          ,

         ","Gileade Informática,
         (21) 2544-7360",Corsair,"
			R$ 141,80
         ","
         CMV4GX3M1A1333C9 - BOX,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
Memória,http://www.boadica.com.br/detalhevendedor.asp?codigo=556a431151b11f1d5a7ed96fb7d0e5e0,"Memória de 4GB DDR3 1333MHZ CL 9-9-9 1.5V, PC3-10666 240-pin DIMM
          ,
          ,
          ,

         ","Only e One,
         (21)2215-2961",Corsair,"
			R$ 141,80
         ","
         CMV4GX3M1A1333C9 - BOX,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
Placas de vídeo/Edição,http://www.boadica.com.br/detalhevendedor.asp?codigo=8f0379589b782af811eec591d38b5e33,"NVIDIA GeForce GTX 650 1GB GDDR5, Core Clock: 1071 MHz, Memory Clock: 5000 MHz, Memory Interface: 128-bit, Bus: PCI-Express 3.0 x16, CUDA Cores: 384, RAMDAC: 400 MHz, Max Resolution: 2560 x 1600, Connectors: VGA, DVI, HDMI
          ,
          ,
          ,

         ","Vegas,
         (21) 3549-0223",Zotac,"
			R$ 328,00
         ","
         ZT-61008-10M - BOX,
         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
Placas de vídeo/Edição,http://www.boadica.com.br/detalhevendedor.asp?codigo=c7edc3e65eb8d63507fb56c8fe52064e,"NVIDIA GeForce GTX 650 1GB GDDR5, Core Clock: 1071 MHz, Memory Clock: 5000 MHz, Memory Interface: 128-bit, Bus: PCI-Express 3.0 x16, CUDA Cores: 384, RAMDAC: 400 MHz, Max Resolution: 2560 x 1600, Connectors: VGA, DVI, HDMI
          ,
          ,
          ,

         ","QueroPreço Tijuca,
         (21) 2568-3676",Zotac,"
			R$ 329,00
         ","
         ZT-61008-10M - BOX,
         ,
,
         ,
         ","Rio de Janeiro / RJ,Tijuca"
Placas de vídeo/Edição,http://www.boadica.com.br/detalhevendedor.asp?codigo=cb4eefcf5f88cf3ac023912645185025,"NVIDIA GeForce GTX 650 1GB GDDR5, Core Clock: 1071 MHz, Memory Clock: 5000 MHz, Memory Interface: 128-bit, Bus: PCI-Express 3.0 x16, CUDA Cores: 384, RAMDAC: 400 MHz, Max Resolution: 2560 x 1600, Connectors: VGA, DVI, HDMI
          ,
          ,
          ,

         ","QueroPreço,
         (21)2217-4310 ",Zotac,"
			R$ 330,00
         ","
         ZT-61008-10M,
         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
Placas de vídeo/Edição,http://www.boadica.com.br/detalhevendedor.asp?codigo=1d1a90aa27e839069cfe362dfa88c0eb,"NVIDIA GeForce GTX 650 1GB GDDR5, Core Clock: 1071 MHz, Memory Clock: 5000 MHz, Memory Interface: 128-bit, Bus: PCI-Express 3.0 x16, CUDA Cores: 384, RAMDAC: 400 MHz, Max Resolution: 2560 x 1600, Connectors: VGA, DVI, HDMI
          ,
          ,
          ,

         ","Quero Preço São Gonçalo,
         (21)3856-4642",Zotac,"
			R$ 331,00
         ","
         ZT-61008-10M - BOX,
         ,
,
         ,
         ","São Gonçalo / RJ,Centro"
Placas de vídeo/Edição,http://www.boadica.com.br/detalhevendedor.asp?codigo=104507a7e9900eacc32a3d6dd5f7d02a,"NVIDIA GeForce GTX 650 1GB GDDR5, Core Clock: 1058 MHz, Memory Clock: 5000 MHz, Memory Interface: 128-bit, Bus: PCI-Express 3.0 x16 (Compatible with 1.1), CUDA Cores: 384, RAMDAC: 400 MHz, Max Resolution: 1920 x 1080, Connectors: VGA, DVI, HDMI
          ,
          ,
          ,

         ","FS Brothers Av Central,
         (21)2210-7449",Zotac,"
			R$ 339,90
         ","
         ZT-61012-10M - BOX,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
Placas de vídeo/Edição,http://www.boadica.com.br/detalhevendedor.asp?codigo=d63132a4fc22466f1ed62b11af091bff,"NVIDIA GeForce GTX 650 1GB GDDR5, Core Clock: 1058 MHz, Memory Clock: 5000 MHz, Memory Interface: 128-bit, Bus: PCI-Express 3.0 x16 (Compatible with 1.1), CUDA Cores: 384, RAMDAC: 400 MHz, Max Resolution: 1920 x 1080, Connectors: VGA, DVI, HDMI
          ,
          ,
          ,

         ","Kbyte Informática,
         (21)2215-1144",Zotac,"
			R$ 340,00
         ","
         ZT-61012-10M - BOX,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
Placas de vídeo/Edição,http://www.boadica.com.br/detalhevendedor.asp?codigo=90afc99f01b72f4f41db941f426d8efd,"NVIDIA GeForce GTX 650 1GB GDDR5, Core Clock: 1058 MHz, Memory Clock: 5000 MHz, Memory Interface: 128-bit, Bus: PCI-Express 3.0 x16 (Compatible with 1.1), CUDA Cores: 384, RAMDAC: 400 MHz, Max Resolution: 1920 x 1080, Connectors: VGA, DVI, HDMI
          ,
          ,
          ,

         ","Libre Tecnologia,
         (22) 2724-0127",Zotac,"
			R$ 359,90
         ","
         ZT-61012-10M - BOX,
          , 

         ,
,
         ,
         ","Campos dos Goytacazes / RJ,Centro"
Placas de vídeo/Edição,http://www.boadica.com.br/detalhevendedor.asp?codigo=c7edc3e65eb8d63507fb56c8fe52064e,"NVIDIA GeForce GTX 750 1GB GDDR5, Core Clock: 1033 MHz, Boost Clock: 1111 MHz, Memory Clock: 5000 MHz, Memory Interface: 128-bit, Bus: PCI-Express 3.0 x16 (Compatible with 1.1), CUDA Cores: 512, RAMDAC: 400MHz, Max Resolution: 2560 x 1600, Support 3x Display Monitors, Connectors: 2x DVI Dual Link, Mini HDMI
          ,
          ,
          ,

         ","QueroPreço Tijuca,
         (21) 2568-3676",Zotac,"
			R$ 399,00
         ","
         ZT-70701-10M - BOX,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Tijuca"
Memória,http://www.boadica.com.br/detalhevendedor.asp?codigo=90afc99f01b72f4f41db941f426d8efd,"Memória de 4GB DDR3 1333MHZ CL 9-9-9 1.5V, PC3-10666 240-pin DIMM
          ,
          ,
          ,

         ","Libre Tecnologia,
         (22) 2724-0127",Corsair,"
			R$ 141,90
         ","
         CMV4GX3M1A1333C9 - BOX,
          , 

         ,
,
         ,
         ","Campos dos Goytacazes / RJ,Centro"
Memória,http://www.boadica.com.br/detalhevendedor.asp?codigo=767eeb515cc80e0dfb33c329170a4ab0,"Memória de 4GB DDR3 1333MHZ CL 9-9-9 1.5V, PC3-10666 240-pin DIMM
          ,
          ,
          ,

         ","Lacosta Informática,
         2220-6503",Corsair,"
			R$ 145,00
         ","
         CMV4GX3M1A1333C9 - BOX,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
Memória,http://www.boadica.com.br/detalhevendedor.asp?codigo=4dadc27118bb5af12c534d98c6fafdc4,"Memória de 4GB DDR3 1333MHZ CL 9-9-9 1.5V, PC3-10666 240-pin DIMM
          ,
          ,
          ,

         ","Br Brasil,
         (21) 2717-2646",Corsair,"
			R$ 149,99
         ","
         CMV4GX3M1A1333C9 - BOX,
          , 

         ,
,
         ,
         ","Niterói / RJ,Centro"
Memória,http://www.boadica.com.br/detalhevendedor.asp?codigo=cd55987ffa34705832df5c09ecacd151,"Memória de 4GB DDR3 1333MHZ CL 9-9-9 1.5V, PC3-10666 240-pin DIMM
          ,
          ,
          ,

         ","Cyber Info,
         (21) 2618-0280",Corsair,"
			R$ 149,99
         ","
         CMV4GX3M1A1333C9 - BOX,
          , 

         ,
,
         ,
         ","Niterói / RJ,Centro"
Memória,http://www.boadica.com.br/detalhevendedor.asp?codigo=f3f0285b943412738194d4e640a8a8a4,"Memória de 4GB DDR3 1333MHZ CL 9-9-9 1.5V, PC3-10666 240-pin DIMM
          ,
          ,
          ,

         ","Brasil Connect,
         (21) 2613-0015",Corsair,"
			R$ 149,99
         ","
         CMV4GX3M1A1333C9 - BOX,
          , 

         ,
,
         ,
         ","Niterói / RJ,Centro"
Memória,http://www.boadica.com.br/detalhevendedor.asp?codigo=209463831828be6fbc2106e00456ba26,"Memória Corsair Vengeance 4GB 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800)
          ,
          ,
          ,

         ","Compre com a gente,
         (21) 3648-4701",Corsair,"
			R$ 150,00
         ","
         CMZ4GX3M1A1600C9 - BOX,
         ,
,
         ,
         ","Rio de Janeiro / RJ,Bonsucesso"
Memória,http://www.boadica.com.br/detalhevendedor.asp?codigo=104507a7e9900eacc32a3d6dd5f7d02a,"Memória de 4GB DDR3 1333MHZ CL 9-9-9 1.5V, PC3-10666 240-pin DIMM
          ,
          ,
          ,

         ","FS Brothers Av Central,
         (21)2210-7449",Corsair,"
			R$ 150,00
         ","
         CMV4GX3M1A1333C9 - BOX,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
Memória,http://www.boadica.com.br/detalhevendedor.asp?codigo=613475209426bd9924e15b0fce8b17b3,"Memória CORSAIR 4GB 240-Pin DDR3 SDRAM DDR3 1600 Desktop Memory
          ,
          ,
          ,

         ","@N@ Informática,
         (21) 2568-6956",Corsair,"
			R$ 158,00
         ","
         CMV4GX3M1A1600C11 - BOX,
         ,
,
         ,
         ","Rio de Janeiro / RJ,Tijuca"
Placas de vídeo/Edição,http://www.boadica.com.br/detalhevendedor.asp?codigo=80e083b84d90c9d2aa7e42d2ed345ff5,"NVIDIA GeForce GTX 650 1GB GDDR5, Core Clock: 1058 MHz, Memory Clock: 5000 MHz, Memory Interface: 128-bit, Bus: PCI-Express 3.0 x16 (Compatible with 1.1), CUDA Cores: 384, RAMDAC: 400 MHz, Max Resolution: 1920 x 1080, Connectors: VGA, DVI, HDMI
          ,
          ,
          ,

         ","IREletro.com,
         (21) 3468-7381",Zotac,"
			R$ 399,90
         ","
         ZT-61012-10M,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Bangu"
Placas de vídeo/Edição,http://www.boadica.com.br/detalhevendedor.asp?codigo=c7edc3e65eb8d63507fb56c8fe52064e,"NVIDIA GeForce GTX 650 Ti 1GB GDDR5, Core Clock: 941 MHz, Memory Clock: 5400 MHz, Memory Interface: 128-bit, Bus: PCI-Express 3.0 x16, CUDA Cores: 768, RAMDAC: 400 MHz, Max Resolution: 2560 x 1600, Connectors: 2x DVI, Mini HDMI
          ,
          ,
          ,

         ","QueroPreço Tijuca,
         (21) 2568-3676",Zotac,"
			R$ 410,00
         ","
         ZT-61101-10M - BOX,
         ,
,
         ,
         ","Rio de Janeiro / RJ,Tijuca"
Placas de vídeo/Edição,http://www.boadica.com.br/detalhevendedor.asp?codigo=1d1a90aa27e839069cfe362dfa88c0eb,"NVIDIA GeForce GTX 750 1GB GDDR5, Core Clock: 1033 MHz, Boost Clock: 1111 MHz, Memory Clock: 5000 MHz, Memory Interface: 128-bit, Bus: PCI-Express 3.0 x16 (Compatible with 1.1), CUDA Cores: 512, RAMDAC: 400MHz, Max Resolution: 2560 x 1600, Support 3x Display Monitors, Connectors: 2x DVI Dual Link, Mini HDMI
          ,
          ,
          ,

         ","Quero Preço São Gonçalo,
         (21)3856-4642",Zotac,"
			R$ 425,00
         ","
         ZT-70701-10M,
          , 

         ,
,
         ,
         ","São Gonçalo / RJ,Centro"
Placas de vídeo/Edição,http://www.boadica.com.br/detalhevendedor.asp?codigo=98577083697e9d27a018c7bed1642883,"NVIDIA GeForce GTX 750 1GB GDDR5, Core Clock: 1033 MHz, Boost Clock: 1111 MHz, Memory Clock: 5000 MHz, Memory Interface: 128-bit, Bus: PCI-Express 3.0 x16 (Compatible with 1.1), CUDA Cores: 512, RAMDAC: 400MHz, Max Resolution: 2560 x 1600, Support 3x Display Monitors, Connectors: 2x DVI Dual Link, Mini HDMI
          ,
          ,
          ,

         ","WS Vendas,
         (21) 3549-9723 ",Zotac,"
			R$ 430,00
         ","
         ZT-70701-10M - BOX,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
Placas de vídeo/Edição,http://www.boadica.com.br/detalhevendedor.asp?codigo=cb4eefcf5f88cf3ac023912645185025,"NVIDIA GeForce GTX 750 1GB GDDR5, Core Clock: 1033 MHz, Boost Clock: 1111 MHz, Memory Clock: 5000 MHz, Memory Interface: 128-bit, Bus: PCI-Express 3.0 x16 (Compatible with 1.1), CUDA Cores: 512, RAMDAC: 400MHz, Max Resolution: 2560 x 1600, Support 3x Display Monitors, Connectors: 2x DVI Dual Link, Mini HDMI
          ,
          ,
          ,

         ","QueroPreço,
         (21)2217-4310 ",Zotac,"
			R$ 433,00
         ","
         ZT-70701-10M,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
Placas de vídeo/Edição,http://www.boadica.com.br/detalhevendedor.asp?codigo=90afc99f01b72f4f41db941f426d8efd,"NVIDIA GeForce GTX 750 1GB GDDR5, Core Clock: 1033 MHz, Boost Clock: 1111 MHz, Memory Clock: 5000 MHz, Memory Interface: 128-bit, Bus: PCI-Express 3.0 x16 (Compatible with 1.1), CUDA Cores: 512, RAMDAC: 400MHz, Max Resolution: 2560 x 1600, Support 3x Display Monitors, Connectors: 2x DVI Dual Link, Mini HDMI
          ,
          ,
          ,

         ","Libre Tecnologia,
         (22) 2724-0127",Zotac,"
			R$ 436,90
         ","
         ZT-70701-10M - BOX,
          , 

         ,
,
         ,
         ","Campos dos Goytacazes / RJ,Centro"
Placas de vídeo/Edição,http://www.boadica.com.br/detalhevendedor.asp?codigo=1d1a90aa27e839069cfe362dfa88c0eb,"NVIDIA GeForce GTX 650 Ti 1GB GDDR5, Core Clock: 941 MHz, Memory Clock: 5400 MHz, Memory Interface: 128-bit, Bus: PCI-Express 3.0 x16, CUDA Cores: 768, RAMDAC: 400 MHz, Max Resolution: 2560 x 1600, Connectors: 2x DVI, Mini HDMI
          ,
          ,
          ,

         ","Quero Preço São Gonçalo,
         (21)3856-4642",Zotac,"
			R$ 439,00
         ","
         ZT-61101-10M - BOX,
         ,
,
         ,
         ","São Gonçalo / RJ,Centro"
Placas de vídeo/Edição,http://www.boadica.com.br/detalhevendedor.asp?codigo=90afc99f01b72f4f41db941f426d8efd,"NVIDIA GeForce GTX 650 Ti 1GB GDDR5, Core Clock: 941 MHz, Memory Clock: 5400 MHz, Memory Interface: 128-bit, Bus: PCI-Express 3.0 x16, CUDA Cores: 768, RAMDAC: 400 MHz, Max Resolution: 2560 x 1600, Connectors: 2x DVI, Mini HDMI
          ,
          ,
          ,

         ","Libre Tecnologia,
         (22) 2724-0127",Zotac,"
			R$ 439,90
         ","
         ZT-61101-10M - BOX,
         ,
,
         ,
         ","Campos dos Goytacazes / RJ,Centro"
Placas de vídeo/Edição,http://www.boadica.com.br/detalhevendedor.asp?codigo=13e4d55e3124060c8e729b83c68dfd7e,"NVIDIA GeForce GTX 750 1GB GDDR5, Core Clock: 1033 MHz, Boost Clock: 1111 MHz, Memory Clock: 5000 MHz, Memory Interface: 128-bit, Bus: PCI-Express 3.0 x16 (Compatible with 1.1), CUDA Cores: 512, RAMDAC: 400MHz, Max Resolution: 2560 x 1600, Support 3x Display Monitors, Connectors: 2x DVI Dual Link, Mini HDMI
          ,
          ,
          ,

         ","Infocoast,
         (21)2580-4050",Zotac,"
			R$ 449,00
         ","
         ZT-70701-10M - BOX,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,São Cristovão"
Memória,http://www.boadica.com.br/detalhevendedor.asp?codigo=767eeb515cc80e0dfb33c329170a4ab0,"Kit de memória Dual Channel CORSAIR Vengeance 8GB (2 x 4GB) 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800)
          ,
          ,
          ,

         ","Lacosta Informática,
         2220-6503",Corsair,"
			R$ 339,89
         ","
         CMZ8GX3M2A1600C9B  - BOX,
         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
Memória,http://www.boadica.com.br/detalhevendedor.asp?codigo=613475209426bd9924e15b0fce8b17b3,"Memória Corsair Vengeance 4GB 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory, Cas Latency: 9, Timing: 9-9-9-24, 1.5V
          ,
          ,
          ,

         ","@N@ Informática,
         (21) 2568-6956",Corsair,"
			R$ 180,00
         ","
         CMZ4GX3M1A1600C9B - BOX,
         ,
,
         ,
         ","Rio de Janeiro / RJ,Tijuca"
Placas de vídeo/Edição,http://www.boadica.com.br/detalhevendedor.asp?codigo=65e890dfdc3ab853f8ce0c8da6be67a7,"NVIDIA GeForce GTX 650 1GB DDR5, Core Clock: 1202MHz, Memory Clock: 5000MHz effective, Memory Interface: 128-bit, Memory Bandwidth: 80.0 GB/s, Bus: PCI-Express 3.0 x16, RAMDAC: 400MHz, CUDA Cores: 384, Max Resolution: 2560 x 1600, Connectors: DVI-I, DVI-D, Mini HDMI
          ,
          ,
          ,

         ","A3D-Tech,
         (21) 3594-4761",EVGA,"
			R$ 314,95
         ","
         01G-P4-2652-KR - BOX,
         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
Processadores,http://www.boadica.com.br/detalhevendedor.asp?codigo=6ec2c7bbb2fa776944f3c62f390c16dc,"Processador Intel Core i7 4770 (Haswell) 3.4GHz (3.8GHz Turbo) LGA 1150 84W Quad-Core, 22 nm 
          ,
          ,
          ,

         ","Infolux,
         (21)2262-2107",Intel,"
			R$ 883,00
         ","
         Core i7-4770 - BOX,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
Memória,http://www.boadica.com.br/detalhevendedor.asp?codigo=767eeb515cc80e0dfb33c329170a4ab0,"4GB DDR3 Ripjaws Series, Latência: 9-9-9-24-2N,  Cas Latency: 9, Velocidade: DDR3 1333 (PC3 10666), PC3-12800, Voltagem: 1.5v, 240-pin DIMM, Non-ECC, Heat Spreader.
          ,
          ,
          ,

         ","Lacosta Informática,
         2220-6503",G-Skill,"
			R$ 160,00
         ","
         F3-10666CL9S-4GBRL - BOX,
         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
Processadores,http://www.boadica.com.br/detalhevendedor.asp?codigo=65e890dfdc3ab853f8ce0c8da6be67a7,"Processador Intel Core i5 4430 (Haswell), Quad-Core, 3.0GHz (3.2GHz Turbo Boost) 4 x 256KB L2 Cache 6MB L3 Cache LGA 1150 84W, 22 Nm 
          ,
          ,
          ,

         ","A3D-Tech,
         (21) 3594-4761",Intel,"
			R$ 533,00
         ","
         Core i5-4430 - BOX,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
Memória,http://www.boadica.com.br/detalhevendedor.asp?codigo=767eeb515cc80e0dfb33c329170a4ab0,"Vengeance Pro Series 16GB Kit (2 x 8GB) DDR3 1600MHz PC3-12800 240 Pin. Dual Channel, C9, Performance Profile XMP, 1.5v, Tested Latency 9-9-9-24, SPD Latency 9-9-9-24
          ,
          ,
          ,

         ","Lacosta Informática,
         2220-6503",Corsair,"
			R$ 565,00
         ","
         CMY16GX3M2A1600C9B - BOX,
         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
Memória,http://www.boadica.com.br/detalhevendedor.asp?codigo=45ebad0e59ddc7de6ceb8e6f97b57582,"Corsair XMS3 4GB 240-Pin DDR3 SDRAM DDR3 1333 9-9-9-24 1.5V ver8.11
          ,
          ,
          ,

         ","Bits e Bytes,
         (21) 2148-4356",Corsair,"
			R$ 159,00
         ","
         CMX4GX3M1A1333C9,
         ,
,
         ,
         ","Rio de Janeiro / RJ,Cachambi"
Memória,http://www.boadica.com.br/detalhevendedor.asp?codigo=11c01d343d9b718217a08e3c22d0d9ad,"Memória Corsair Vengeance 4GB 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800)
          ,
          ,
          ,

         ","Flying Computer,
         (21) 2431-2573",Corsair,"
			R$ 160,00
         ","
         CMZ4GX3M1A1600C9 - BOX,
         ,
,
         ,
         ","Rio de Janeiro / RJ,Barra da Tijuca"
Memória,http://www.boadica.com.br/detalhevendedor.asp?codigo=cd55987ffa34705832df5c09ecacd151,"Memória CORSAIR 4GB 240-Pin DDR3 SDRAM DDR3 1600 Desktop Memory
          ,
          ,
          ,

         ","Cyber Info,
         (21) 2618-0280",Corsair,"
			R$ 164,00
         ","
         CMV4GX3M1A1600C11,
         ,
,
         ,
         ","Niterói / RJ,Centro"
Memória,http://www.boadica.com.br/detalhevendedor.asp?codigo=d530948a3499ed680c2cffffda9e6c83,"Memória de 4GB DDR3 1333MHZ CL 9-9-9 1.5V, PC3-10666 240-pin DIMM
          ,
          ,
          ,

         ","MCC,
         (21) 2446-1505",Corsair,"
			R$ 165,00
         ","
         CMV4GX3M1A1333C9 - BOX,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Freguesia"
Memória,http://www.boadica.com.br/detalhevendedor.asp?codigo=34e6a7e0017321db67e4549e25330e96,"Memória Corsair Vengeance 4GB 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800)
          ,
          ,
          ,

         ","Note Vip,
         (21) 3585-3326",Corsair,"
			R$ 169,99
         ","
         CMZ4GX3M1A1600C9 - BOX,
         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
Memória,http://www.boadica.com.br/detalhevendedor.asp?codigo=556a431151b11f1d5a7ed96fb7d0e5e0,"Memória Corsair Vengeance 4GB 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop, Timing 9-9-9-24, Cas Latency 9, Voltage 1.5V
          ,
          ,
          ,

         ","Only e One,
         (21)2215-2961",Corsair,"
			R$ 170,00
         ","
         CML4GX3M1A1600C9 - BOX,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
Memória,http://www.boadica.com.br/detalhevendedor.asp?codigo=613475209426bd9924e15b0fce8b17b3,"Memória Corsair Vengeance 4GB 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800)
          ,
          ,
          ,

         ","@N@ Informática,
         (21) 2568-6956",Corsair,"
			R$ 170,00
         ","
         CMZ4GX3M1A1600C9 - BOX,
         ,
,
         ,
         ","Rio de Janeiro / RJ,Tijuca"
Memória,http://www.boadica.com.br/detalhevendedor.asp?codigo=45ebad0e59ddc7de6ceb8e6f97b57582,"Memória Corsair Vengeance 4GB 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop, Timing 9-9-9-24, Cas Latency 9, Voltage 1.5V
          ,
          ,
          ,

         ","Bits e Bytes,
         (21) 2148-4356",Corsair,"
			R$ 175,00
         ","
         CML4GX3M1A1600C9,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Cachambi"
Placas de vídeo/Edição,http://www.boadica.com.br/detalhevendedor.asp?codigo=75caf1f1848d106d7f5043debd0dac85,"NVIDIA GeForce GTX 650 Ti 1GB GDDR5, Core Clock: 941 MHz, Memory Clock: 5400 MHz, Memory Interface: 128-bit, Bus: PCI-Express 3.0 x16, CUDA Cores: 768, RAMDAC: 400 MHz, Max Resolution: 2560 x 1600, Connectors: 2x DVI, Mini HDMI
          ,
          ,
          ,

         ","Mr Bios ,
         (21) 2262-2640",Zotac,"
			R$ 450,00
         ","
         ZT-61101-10M - BOX,
         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
Placas de vídeo/Edição,http://www.boadica.com.br/detalhevendedor.asp?codigo=cb4eefcf5f88cf3ac023912645185025,"NVIDIA GeForce GTX 650 Ti 2GB GDDR5, Core Clock: 941 MHz, Memory Clock: 5400 MHz, Memory Interface: 128-bit, Bus: PCI-Express 3.0 x16, CUDA Cores: 768, RAMDAC: 400 MHz, Max Resolution: 2560 x 1600, Connectors: 2x DVI, 2x HDMI
          ,
          ,
          ,

         ","QueroPreço,
         (21)2217-4310 ",Zotac,"
			R$ 478,00
         ","
         ZT-61102-10M - BOX,
         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
