vendedor_link,especificacoes,preco,vendedor,modelo,fabricante,local
http://www.boadica.com.br/detalhevendedor.asp?codigo=0c4ac1e2e480117996db1281440376eb,"Wi-Drive Storage Portátil 16GB, Armazenamento portátil e sem fios com 16Gb. Compatível com iPad, iPhone, e iPod touch. Integrado com Wi-Fi 802.11g/n; Sistema Operacional Compativel (Windows 7, Windows Vista (SP1, SP2), Mac OS v.10.5.x+ ,Linux v.2.6.x+)
          ,
          ","
			R$ 139,00
         ","IR Print,
         (21) 3468-7381","
         WID/16GBZE  ,
         ",Kingston,"Rio de Janeiro / RJ,Bangu"
http://www.boadica.com.br/detalhevendedor.asp?codigo=1df216592ba519f7633908ce2424ba87,"SanDisk ReadyCache SDSSDRC-032G-G26 2.5"" 32GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 164,99
         ","Info X,
         (21) 3329-6141 ","
         SDSSDRC-032G-G26 - BOX,
         ",Sandisk,"Rio de Janeiro / RJ,Barra da Tijuca"
http://www.boadica.com.br/detalhevendedor.asp?codigo=7b9619a9d99b7f1afecd4f1d0b423b88,"Intel 525 Series Lincoln Crest SSDMCEAC030B301 mSATA 30GB SATA III MLC Internal Solid State Drive 
          ,
          ","
			R$ 180,00
         ","Out let,
         (21) 2416-0154","
         SSDMCEAC030B301 ,
         ",Intel,"Rio de Janeiro / RJ,Campo Grande"
http://www.boadica.com.br/detalhevendedor.asp?codigo=75caf1f1848d106d7f5043debd0dac85,"Kingston SMS200S3/30G Leitura sequencial 550MB/s, Gravações sequenciais 510MB 30GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 185,00
         ","Mr Bios ,
         (21) 2262-2640","
         SMS200S3/30G - BOX,
         ",Kingston,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=75caf1f1848d106d7f5043debd0dac85,"Solid State Drive (SSD) Lite On 32GB mSATA 3.0
          ,
          ","
			R$ 195,00
         ","Mr Bios ,
         (21) 2262-2640","
         LMS-32L6M - OEM,
         ",Lite On,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=75caf1f1848d106d7f5043debd0dac85,"Wi-Drive Storage Portátil 32GB, Armazenamento portátil e sem fios com 32Gb. Compatível com iPad, iPhone, e iPod touch. Integrado com Wi-Fi 802.11g/n; Sistema Operacional Compativel (Windows 7, Windows Vista (SP1, SP2), Mac OS v.10.5.x+ ,Linux v.2.6.x+) 
          ,
          ","
			R$ 195,00
         ","Mr Bios ,
         (21) 2262-2640","
         WID/32GBZE  - BOX,
         ",Kingston,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=979c12cd30d82f7dfcb0ecb929b72260,"SanDisk SDSA6GM-064G 2.5“ 64GB SATA 6.0GBPS Internal Solid State Drive (SSD)
          ,
          ","
			R$ 199,00
         ","Maximus Rio Comercial,
         (21) 3459-5551","
         SDSA6GM-064G - BOX,
         ",Sandisk,"Rio de Janeiro / RJ,Vista Alegre"
http://www.boadica.com.br/detalhevendedor.asp?codigo=16ccfefbbd797d6e8820a88b1002ef41,"Kingston SSDNow V300 Series SV300S37A/60G 2.5"" 60GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 200,00
         ","Info 2000,
         (21) 3325-8226","
         SV300S37A/60G, 

         ,
         ",Kingston,"Rio de Janeiro / RJ,Barra da Tijuca"
http://www.boadica.com.br/detalhevendedor.asp?codigo=a95a0f14ea7737b20ddb3de1af56a22b,"Wi-Drive Storage Portátil 32GB, Armazenamento portátil e sem fios com 32Gb. Compatível com iPad, iPhone, e iPod touch. Integrado com Wi-Fi 802.11g/n; Sistema Operacional Compativel (Windows 7, Windows Vista (SP1, SP2), Mac OS v.10.5.x+ ,Linux v.2.6.x+) 
          ,
          ","
			R$ 204,00
         ","Primus Info Colegio,
         (21) 3164-7547","
         WID/32GBZE  - BOX,
         ",Kingston,"Rio de Janeiro / RJ,Colégio"
http://www.boadica.com.br/detalhevendedor.asp?codigo=f8800541dfa02b45b5700d3139857fe5,"Kingston SSDNow V300 Series SV300S37A/60G 2.5"" 60GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 204,00
         ","Vem Que Tem,
         (21) 3197-1675","
         SV300S37A/60G - BOX, 

         ,
         ",Kingston,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=556a431151b11f1d5a7ed96fb7d0e5e0,"Kingston SSDNow V300 Series SV300S37A/60G 2.5"" 60GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 204,17
         ","Only e One,
         (21)2215-2961","
         SV300S37A/60G - BOX, 

         ,
         ",Kingston,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=894906928c756462f1bc5310b6573697,"Kingston SSDNow V300 Series SV300S37A/60G 2.5"" 60GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 204,18
         ","Smart Bit,
         (21)2220-9944","
         SV300S37A/60G - BOX, 

         ,
         ",Kingston,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=992dbb55b105fed50c126c11b75eed0d,"Kingston SSDNow V300 Series SV300S37A/60G 2.5"" 60GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 204,19
         ","HopeInfo,
         (21)2215-2523","
         SV300S37A/60G - BOX, 

         ,
         ",Kingston,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=a846da4621725f4496481382054f79d0,"Kingston SSDNow V300 Series SV300S37A/60G 2.5"" 60GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 204,20
         ","Só Aqui Tem,
         (21) 2025-1640","
         SV300S37A/60G - BOX, 

         ,
         ",Kingston,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=7de96c4fb4924257d8319be94e366763,"Kingston SSDNow V300 Series SV300S37A/60G 2.5"" 60GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 204,25
         ","Interconnection,
         (21)3174-2933","
         SV300S37A/60G - BOX, 

         ,
         ",Kingston,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=ec7321f13977ea7d54aadfa3ddad1ab5,"Kingston SSDNow V300 Series SV300S37A/60G 2.5"" 60GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 204,44
         ","Tá Barato,
         (21) 3527-0099","
         SV300S37A/60G - BOX, 

         ,
         ",Kingston,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=289afb78393221a2e7e300cd7a6c2b7d,"Intel 525 Series Lincoln Crest SSDMCEAC030B301 mSATA 30GB SATA III MLC Internal Solid State Drive 
          ,
          ","
			R$ 207,00
         ","Supply Hall,
         (21) 2238-1695","
         SSDMCEAC030B301 ,
         ",Intel,"Rio de Janeiro / RJ,Tijuca"
http://www.boadica.com.br/detalhevendedor.asp?codigo=de49ae94e2d780ad34a4c784006233d3,"Kingston SSDNow V300 Series SV300S37A/60G 2.5"" 60GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 207,00
         ","Info 132,
         (21) 3988-9636","
         SV300S37A/60G, 

         ,
         ",Kingston,"Rio de Janeiro / RJ,Barra da Tijuca"
http://www.boadica.com.br/detalhevendedor.asp?codigo=3471937cf36a50341168bc5603967c1e,"Kingston SSDNow V300 Series SV300S37A/60G 2.5"" 60GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 208,00
         ","Eprom 212,
         (21) 3471-0139","
         SV300S37A/60G - BOX, 

         ,
         ",Kingston,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=d60a1389a0386f303268aebbd286b51c,"SanDisk SDSSDP-064G-G25 2.5"" 64GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 209,00
         ","Triunfo Eletrônico,
         (21) 2292-8099","
         SDSSDP-064G-G25 - BOX,
         ",Sandisk,"Rio de janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=a8164fb8e0dbd43bf5f87ab86dc1c562,"SanDisk SDSSDP-064G-G25 2.5"" 64GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 209,00
         ","Digital 70,
         (21) 2524-2509","
         SDSSDP-064G-G25 - BOX,
         ",Sandisk,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=11c01d343d9b718217a08e3c22d0d9ad,"SanDisk SDSA6GM-064G 2.5“ 64GB SATA 6.0GBPS Internal Solid State Drive (SSD)
          ,
          ","
			R$ 210,00
         ","Flying Computer,
         (21) 2431-2573","
         SDSA6GM-064G,
         ",Sandisk,"Rio de Janeiro / RJ,Barra da Tijuca"
http://www.boadica.com.br/detalhevendedor.asp?codigo=7bfc846d6b66eb6a3b0f78b491c0abd1,"SanDisk SDSA6GM-064G 2.5“ 64GB SATA 6.0GBPS Internal Solid State Drive (SSD)
          ,
          ","
			R$ 210,00
         ","XT Gold,
         (21) 2544-5478","
         SDSA6GM-064G - OEM,
         ",Sandisk,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=7de96c4fb4924257d8319be94e366763,"SanDisk SDSA6GM-064G 2.5“ 64GB SATA 6.0GBPS Internal Solid State Drive (SSD)
          ,
          ","
			R$ 210,00
         ","Interconnection,
         (21)3174-2933","
         SDSA6GM-064G - OEM,
         ",Sandisk,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=cd55987ffa34705832df5c09ecacd151,"Kingston SSDNow V300 Series SV300S37A/60G 2.5"" 60GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 213,00
         ","Cyber Info,
         (21) 2618-0280","
         SV300S37A/60G, 

         ,
         ",Kingston,"Niterói / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=767eeb515cc80e0dfb33c329170a4ab0,"Corsair Neutron Series GTX CSSD-N480GBGTXB-BK 2.5"" 480GB SATA III MLC Internal Solid State Drive (SSD)
          ,
          ","
			R$ 1.599,00
         ","Lacosta Informática,
         2220-6503","
         CSSD-N480GBGTXB-BK  - BOX,
         ",Corsair,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=f2daf2cf0d6f36d882f36d174d394b17,"Intel 510 Series (Elm Crest) SSDSC2MH250A2K5 2.5"" 250GB SATA III MLC Internal Solid State Drive (SSD) 
          ,
          ","
			R$ 1.680,00
         ","Cetapi,
         (21)2571-0161","
         SSDSC2MH250A2K5,
         ",Intel,"Rio de Janeiro / RJ,Tijuca"
http://www.boadica.com.br/detalhevendedor.asp?codigo=f2daf2cf0d6f36d882f36d174d394b17,"Intel 320 Series GEN3 300GB 2.5IN SSD SATA2 Solid State Disk Flash Drive, taxa de leitura sequencial (até) 270MB/s e taxa de gravação sequencial (até) 130MB/s

          ,
          ","
			R$ 1.780,00
         ","Cetapi,
         (21)2571-0161","
         SSDSA2CW300G3K5 ,
         ",Intel,"Rio de Janeiro / RJ,Tijuca"
http://www.boadica.com.br/detalhevendedor.asp?codigo=57def18d4fc45a6b3f50a17b9f5236ae,"Corsair Force Series GS CSSD-F480GBGS-BK 2.5"" 480GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 1.880,00
         ","Sapphire,
         (21) 2222-3176 ","
         CSSD-F480GBGS-BK - BOX,
         ",Corsair,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=70a1aee6bdfa3b74e75f8fd06e01aefb,"Corsair Force Series GS CSSD-F480GBGS-BK 2.5"" 480GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 1.900,00
         ","M@X,
         (21)2240-0034","
         CSSD-F480GBGS-BK - BOX,
         ",Corsair,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=767eeb515cc80e0dfb33c329170a4ab0,"SAMSUNG 840 EVO MZ-7TE750BW 2.5“ 750GB SATA III TLC Internal Solid State Drive (SSD)
          ,
          ","
			R$ 1.950,00
         ","Lacosta Informática,
         2220-6503","
         MZ-7TE750BW - BOX, 

         ,
         ",Samsung,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=992dbb55b105fed50c126c11b75eed0d,"SSD Interno M500. Capacidade 960GB, Interface: SATA 6Gb/s, 2.5 Polegadas.
          ,
          ","
			R$ 1.959,00
         ","HopeInfo,
         (21)2215-2523","
         CT960M500SSD1 - BOX,
         ",,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=767eeb515cc80e0dfb33c329170a4ab0,"Samsung Solid-State Drive 1 TB Series 840 Evo SSD MZ-7TE1T0.
          ,
          ","
			R$ 2.199,00
         ","Lacosta Informática,
         2220-6503","
         MZ-7TE1T0 - BOX, 

         ,
         ",Samsung,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=767eeb515cc80e0dfb33c329170a4ab0,"Samsung 840 Pro Series 2.5-Inch 256 GB SATA 6GB/s Solid State Drive.
          ,
          ","
			R$ 839,80
         ","Lacosta Informática,
         2220-6503","
         MZ-7PD256BW - BOX,
         ",Samsung,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=7bfc846d6b66eb6a3b0f78b491c0abd1,"Samsung 840 Pro Series 2.5-Inch 256 GB SATA 6GB/s Solid State Drive.
          ,
          ","
			R$ 839,80
         ","XT Gold,
         (21) 2544-5478","
         MZ-7PD256BW - BOX,
         ",Samsung,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=05e39d79f5da9cfd86d759afc1eb4bef,"SSD Crucial M4 2.5"" 256GB SATA 6Gb`s, NCQ, SMART, MLC NAND, leitura de 415MB/s, escrita de 260MB/s, ATA-8 w/TRIM, 4K Random Read/Write: 40K / 50K IOPS, Kit de transferencia de dados incluso com software para PC e MAC.

          ,
          ","
			R$ 849,00
         ","Fourserv,
         (21) 2568-0938","
         CT256M4SSD2CCA  - BOX,
         ",,"Rio de Janeiro / RJ,Tijuca"
http://www.boadica.com.br/detalhevendedor.asp?codigo=bc0820de2ff782a40aa17a4acdce4c17,"Corsair Force Series GS CSSD-F360GBGS-BK 2.5“ 360GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 1.050,00
         ","CNTech,
         (21)2220-6688","
         CSSD-F360GBGS-BK - BOX, 

         ,
         ",Corsair,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=613475209426bd9924e15b0fce8b17b3,"Kingston SSDNow V300 Series SV300S3D7/480G 2.5“ 480GB SATA III Internal Solid State Drive (SSD)(Desktop upgrade kit) 
          ,
          ","
			R$ 1.090,00
         ","@N@ Informática,
         (21) 2568-6956","
         SV300S37A/480G,
         ",Kingston,"Rio de Janeiro / RJ,Tijuca"
http://www.boadica.com.br/detalhevendedor.asp?codigo=979c12cd30d82f7dfcb0ecb929b72260,"OCZ Agility 3 AGT3-25SAT3-480G 2.5 480GB SATA III MLC Internal Solid State Drive (SSD).
          ,
          ","
			R$ 1.090,00
         ","Maximus Rio Comercial,
         (21) 3459-5551","
         AGT3-25SAT3-480G - BOX,
         ",Ocz,"Rio de Janeiro / RJ,Vista Alegre"
http://www.boadica.com.br/detalhevendedor.asp?codigo=fa95b006c28a8e0757d8c9c9adb9a016,"Kingston SSDNow V300 Series SV300S3D7/480G 2.5“ 480GB SATA III Internal Solid State Drive (SSD)(Desktop upgrade kit) 
          ,
          ","
			R$ 1.092,90
         ","Magia Digital,
         (21) 2220-3955","
         SV300S37A/480G - BOX,
         ",Kingston,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=767eeb515cc80e0dfb33c329170a4ab0,"Kingston SSDNow V300 Series SV300S3D7/480G 2.5“ 480GB SATA III Internal Solid State Drive (SSD)(Desktop upgrade kit) 
          ,
          ","
			R$ 1.092,94
         ","Lacosta Informática,
         2220-6503","
         SV300S37A/480G - BOX,
         ",Kingston,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=556a431151b11f1d5a7ed96fb7d0e5e0,"Kingston SSDNow V300 Series SV300S3D7/480G 2.5“ 480GB SATA III Internal Solid State Drive (SSD)(Desktop upgrade kit) 
          ,
          ","
			R$ 1.092,99
         ","Only e One,
         (21)2215-2961","
         SV300S37A/480G - BOX,
         ",Kingston,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=626f0e4b29bbe22e90a6b220f4a0551e,"Kingston SSDNow V300 Series SV300S3D7/480G 2.5“ 480GB SATA III Internal Solid State Drive (SSD)(Desktop upgrade kit) 
          ,
          ","
			R$ 1.096,00
         ","MC Top,
         (21) 2517-3208","
         SV300S37A/480G - BOX,
         ",Kingston,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=4ba59a57d2ea954833a16baf120ad5e1,"Kingston SSDNow V300 Series SV300S3D7/480G 2.5“ 480GB SATA III Internal Solid State Drive (SSD)(Desktop upgrade kit) 
          ,
          ","
			R$ 1.099,00
         ","Info Smart,
         (21)2595-1596","
         SV300S37A/480G - BOX,
         ",Kingston,"Rio de Janeiro / RJ,Cachambi"
http://www.boadica.com.br/detalhevendedor.asp?codigo=992dbb55b105fed50c126c11b75eed0d,"Hard Disk Western Digital serie Black 2, Híbrido de 2.5"" contendo 120GB de SSD + 1 TB, acompanha o kit para usar como HD externo em usb 2.0 e 3.0, acompanha software para gerenciamento em um pendrive.
          ,
          ","
			R$ 1.150,00
         ","HopeInfo,
         (21)2215-2523","
         WD1001X06XDTL - BOX, 

         ,
         ",Western Digital,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=911e32ec01ade2b9edafb01bce452052,"SAMSUNG 840 EVO MZ-7TE500BW 2.5"" 500GB SATA III TLC Internal Solid State Drive (SSD)
          ,
          ","
			R$ 1.194,95
         ","Armazém Digital,
         (21) 2210-6441","
         MZ-7TE500BW, 

         ,
         ",Samsung,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=556a431151b11f1d5a7ed96fb7d0e5e0,"SAMSUNG 840 EVO MZ-7TE500BW 2.5"" 500GB SATA III TLC Internal Solid State Drive (SSD)
          ,
          ","
			R$ 1.194,99
         ","Only e One,
         (21)2215-2961","
         MZ-7TE500BW - BOX, 

         ,
         ",Samsung,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=1df216592ba519f7633908ce2424ba87,"SanDisk Extreme SDSSDX-480G-G25 2.5"" 480GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 1.257,00
         ","Info X,
         (21) 3329-6141 ","
         SDSSDX-480G-G25 - BOX,
         ",Sandisk,"Rio de Janeiro / RJ,Barra da Tijuca"
http://www.boadica.com.br/detalhevendedor.asp?codigo=0417a13aaa5997a43ed2351ed2ecd32d,"Kingston SSDNow V300 Series SV300S3D7/480G 2.5“ 480GB SATA III Internal Solid State Drive (SSD)(Desktop upgrade kit) 
          ,
          ","
			R$ 1.257,90
         ","Info Importex,
         (21) 3145-5585","
         SV300S37A/480G - BOX,
         ",Kingston,"Rio de Janeiro / RJ,Barra da Tijuca"
http://www.boadica.com.br/detalhevendedor.asp?codigo=4caa4a8cfa489ae997a1267d37a79b8b,"SanDisk Extreme II SDSSDXP-480G-G25 2.5“ 480GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 1.266,00
         ","Gamemart Rio,
         (21) 2524-6672","
         SDSSDXP-480G-G25, 

         ,
         ",Sandisk,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=857de2a8b8997e0a50dc0734f2422a82,"ADATA XPG SX900 ASX900S3-512GM-C 2.5“ 512GB SATA III MLC Internal Solid State Drive (SSD)
          ,
          ","
			R$ 1.279,00
         ","Bit Tuning,
         (21) 3527-4086","
         ASX900S3-512GM-C  - BOX,
         ",Adata,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=cd55987ffa34705832df5c09ecacd151,"SAMSUNG 840 EVO MZ-7TE500BW 2.5"" 500GB SATA III TLC Internal Solid State Drive (SSD)
          ,
          ","
			R$ 1.280,00
         ","Cyber Info,
         (21) 2618-0280","
         MZ-7TE500BW - BOX, 

         ,
         ",Samsung,"Niterói / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=857de2a8b8997e0a50dc0734f2422a82,"Seagate 600 Series ST480HM000 2.5"" 480GB SATA III MLC Internal Solid State Drive (SSD)
          ,
          ","
			R$ 1.300,00
         ","Bit Tuning,
         (21) 3527-4086","
         ST480HM000 - BOX,
         ",Seagate,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=4cb44ddf8b9f8fa74ce7dbe1580a04b5,"Kingston SSDNow V300 Series SV300S37A/120G 2.5"" 120GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 329,00
         ","LLR ,
         (21) 3411-6826","
         SV300S37A/120G - BOX, 

         ,
         ",Kingston,"Rio de Janeiro / RJ,Barra da Tijuca"
http://www.boadica.com.br/detalhevendedor.asp?codigo=70a1aee6bdfa3b74e75f8fd06e01aefb,"OCZ Vertex 4 VTX4-25SAT3-256G 2.5 256GB SATA III MLC Internal Solid State Drive (SSD)
          ,
          ","
			R$ 1.300,00
         ","M@X,
         (21)2240-0034","
         VTX4-25SAT3-256G - BOX,
         ",Ocz,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=857de2a8b8997e0a50dc0734f2422a82,"SanDisk Extreme II SDSSDXP-480G-G25 2.5“ 480GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 1.338,00
         ","Bit Tuning,
         (21) 3527-4086","
         SDSSDXP-480G-G25 - BOX, 

         ,
         ",Sandisk,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=57def18d4fc45a6b3f50a17b9f5236ae,"SanDisk Extreme SDSSDX-480G-G25 2.5"" 480GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 1.430,00
         ","Sapphire,
         (21) 2222-3176 ","
         SDSSDX-480G-G25 - BOX,
         ",Sandisk,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=139eb2ffdfde1e3beb1cf7a2d80c5c1a,"SanDisk Extreme SDSSDX-480G-G25 2.5"" 480GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 1.450,00
         ","Link das Redes,
         (21)3529-4128","
         SDSSDX-480G-G25 - BOX,
         ",Sandisk,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=57def18d4fc45a6b3f50a17b9f5236ae,"Intel 530 Series SSDSC2BW240A4K5 2.5"" 240GB SATA III MLC Internal Solid State Drive (SSD)
          ,
          ","
			R$ 1.490,00
         ","Sapphire,
         (21) 2222-3176 ","
         SSDSC2BW240A4K5 - BOX, 

         ,
         ",Intel,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=cb4eefcf5f88cf3ac023912645185025,"Kingston SSDNow V300 Series SV300S37A/120G 2.5"" 120GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 329,00
         ","QueroPreço,
         (21)2217-4310 ","
         SV300S37A/120G, 

         ,
         ",Kingston,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=104507a7e9900eacc32a3d6dd5f7d02a,"Corsair Neutron Series CSSD-N64GB3-BK 2.5“ 60GB SATA III MLC Internal Solid State Drive (SSD, com o adaptador de 3,5 pol. incluído.)
          ,
          ","
			R$ 330,00
         ","FS Brothers Av Central,
         (21)2210-7449","
         CSSD-N64GB3-BK - BOX, 

         ,
         ",Corsair,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=767eeb515cc80e0dfb33c329170a4ab0,"SanDisk Extreme SDSSDX-120G-G25 2.5"" 120GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 340,00
         ","Lacosta Informática,
         2220-6503","
         SDSSDX-120G-G25 - BOX,
         ",Sandisk,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=75caf1f1848d106d7f5043debd0dac85,"Kingston SMS200S3/60G Leitura sequencial 550MB/s, Gravações sequenciais 520MB 60GB mSATA III Internal Solid State Drive (SSD).
          ,
          ","
			R$ 340,00
         ","Mr Bios ,
         (21) 2262-2640","
         SMS200S3/60G - BOX,
         ",Kingston,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=53d96b7b5d17dfdd203e5dc78de531fa,"Kingston SSDNow V300 Series SV300S37A/120G 2.5"" 120GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 342,00
         ","NC Games,
         (21)3529-4418","
         SV300S37A/120G - BOX, 

         ,
         ",Kingston,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=a846da4621725f4496481382054f79d0,"Kingston SSDNow V300 Series SV300S37A/120G 2.5"" 120GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 342,00
         ","Só Aqui Tem,
         (21) 2025-1640","
         SV300S37A/120G - BOX, 

         ,
         ",Kingston,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=f8800541dfa02b45b5700d3139857fe5,"Kingston SSDNow V300 Series SV300S37A/120G 2.5"" 120GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 343,00
         ","Vem Que Tem,
         (21) 3197-1675","
         SV300S37A/120G - BOX, 

         ,
         ",Kingston,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=53d96b7b5d17dfdd203e5dc78de531fa,"Samsung 840 EVO Series Solid State Drive 120GB SATA.
          ,
          ","
			R$ 344,90
         ","NC Games,
         (21)3529-4418","
         MZ-7TE120BW - BOX, 

         ,
         ",Samsung,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=4caa4a8cfa489ae997a1267d37a79b8b,"Crucial M500 (CT120M500SSD1) 2.5"" 120GB SATA III MLC Internal Solid State Drive (SSD)SATA III.
          ,
          ","
			R$ 344,90
         ","Gamemart Rio,
         (21) 2524-6672","
         CT120M500SSD1-120, 

         ,
         ",,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=7f5217c00f8d6839dbbd5740d1391bf6,"Samsung 840 EVO Series Solid State Drive 120GB SATA.
          ,
          ","
			R$ 344,90
         ","Brasil Tech,
         (21) 3529-4419","
         MZ-7TE120BW - BOX, 

         ,
         ",Samsung,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=4caa4a8cfa489ae997a1267d37a79b8b,"Samsung 840 EVO Series Solid State Drive 120GB SATA.
          ,
          ","
			R$ 345,00
         ","Gamemart Rio,
         (21) 2524-6672","
         MZ-7TE120BW - BOX, 

         ,
         ",Samsung,"Rio de Janeiro / RJ,Centro"
